Number,Name,Region,Area,Island,County,Classification,Metres,Feet,Feature,Observations,Survey,Climbed,Country,Latitude,Longitude
817,Creag Coire nan Each,11A: Loch Duich to Cannich,,,Highland,"MT,sSim",1055,3461,cairn,,obvious summit,,S,57.260493,-5.129265
953,Liathach - Spidean a' Choire Leith,13A: Loch Torridon to Loch Maree,,,Highland,"Ma,M,Sim",1054.8,3461,cairn,,Leica RX1250,,S,57.564188,-5.463608
301,Na Gruagaichean,04A: Fort William to Loch Treig & Loch Leven,,,Highland,"M,Sim,sHu",1054.3,3459,cairn,,obvious summit/Leica RX1250,,S,56.743689,-4.939883
662,Stob Poite Coire Ardair,09C: Loch Lochy to Loch Laggan,,,Highland,"Hu,M,Sim",1054,3458,small cairn,,obvious summit,,S,56.964037,-4.585762
818,Toll Creagach,11A: Loch Duich to Cannich,,,Highland,"Ma,M,Sim",1054,3458,rock 20m W of cairn,rock is higher than cairn (NH 19425 28265) which is higher than trig point (NH 19450 28280) 25m NE of cairn,Abney level,,S,57.309227,-4.999953
564,Creag an Leth-choin [Lurcher's Crag],08A: Cairngorms,,,Highland,"MT,Sim",1053,3455,pointed boulder by remains of cairn,indistinguishable in height from boulder 28m to NNE at NH 96847 03357,Abney level,,S,57.109393,-3.704886
885,Sgurr a' Chaorachain,12A: Kyle of Lochalsh to Garve,,,Highland,"Ma,M,Sim",1053,3455,trig point (broken),,,,S,57.452501,-5.189301
565,Carn Ban Mor,08A: Cairngorms,,,Highland,"MT,Sim",1052,3451,no feature,cairn no longer present,Leica NA730,,S,57.052556,-3.825279
424,Glas Tulaichean,06B: Pitlochry to Braemar & Blairgowrie,,,Perth and Kinross,"Ma,M,Sim",1051,3448,trig point,ground in 10m radius about as high,,,S,56.865757,-3.558163
819,An Leth-chreag,11A: Loch Duich to Cannich,,,Highland,"MT,Sim",1051,3448,cairn,,obvious summit,,S,57.295887,-5.065195
664,Stob Poite Coire Ardair East Top,09C: Loch Lochy to Loch Laggan,,,Highland,xMT,1050,3445,cairn,ground c.30m SW at NN 43717 89180 may be as high,,,S,56.967592,-4.572006
350,Geal Charn,04B: Loch Treig to Loch Ericht,,,Highland,"Ma,M,Sim",1049,3442,large cairn next to trig point,,obvious summit,,S,56.897763,-4.457236
464,Eagles Rock [Top of Eagle's Rock],07A: Braemar to Montrose,,,Aberdeenshire,MT,1049.2,3442,small cairn,,Abney level/Leica RX1250,,S,56.939632,-3.255421
663,Beinn a' Chaorainn,09C: Loch Lochy to Loch Laggan,,,Highland,"Ma,M,Sim",1049.1,3442,cairn,,Leica RX1250,,S,56.928624,-4.653644
886,Sgurr Fhuar-thuill,12A: Kyle of Lochalsh to Garve,,,Highland,"Hu,M,Sim,sMa",1049,3442,cairn,,obvious summit,,S,57.44968,-4.94178
665,Beinn a' Chaorainn South Top,09C: Loch Lochy to Loch Laggan,,,Highland,"MT,sSim",1048.5,3440,large cairn,,Leica RX1250,,S,56.923719,-4.652736
1005,Corrag Bhuidhe,14A: Loch Maree to Loch Broom,,,Highland,"MT,Sim",1047.2,3436,small cairn,,obvious summit/Leica RX1250,,S,57.79848,-5.257977
147,Creag an Fhithich,02B: Glen Lyon to Glen Dochart & Loch Tay,,,Perth and Kinross,MT,1047,3435,small cairn,,,,S,56.552271,-4.220965
465,Carn an t-Sagairt Mor,07A: Braemar to Montrose,,,Aberdeenshire,"M,Sim",1047,3435,large boulder next to cairn,,Abney level/Leica RX1250,,S,56.942973,-3.303227
865,Mullach Fraoch-choire NE Top [Mullach Fraoch-choire East Top],11B: Glen Affric to Glen Moriston,,,Highland,"sSim,xMT",1047,3435,small cairn,,,,S,57.207532,-5.148647
148,Creag Mhor,02B: Glen Lyon to Glen Dochart & Loch Tay,,,Perth and Kinross/Stirling,"Ma,M,Sim",1046.8,3434,cairn,,Abney level/Leica RX1250,,S,56.489519,-4.614038
887,Bidean an Eoin Deirg,12A: Kyle of Lochalsh to Garve,,,Highland,"MT,Sim",1046.6,3434,large rock next to cairn,,Leica RX1250,,S,57.44946,-5.162161
351,Chno Dearg,04B: Loch Treig to Loch Ericht,,,Highland,"Ma,M,Sim",1046,3432,large cairn,,obvious summit,,S,56.830086,-4.660831
1088,Ben Wyvis - Glas Leathad Mor,15B: Loch Vaich to Moray Firth,,,Highland,"Ma,M,Sim",1046,3432,trig point,,,,S,57.678914,-4.57925
30,Cruach Ardrain,01C: Loch Lomond to Strathyre,,,Stirling,"Ma,M,Sim",1045.9,3431,cairn,,Leica RX1250,,S,56.356429,-4.576151
29,Cruach Ardrain SW Top,01C: Loch Lomond to Strathyre,,,Stirling,xMT,1044.9,3428,rock,ground 45m NE at NN40847 21142 (cairn now gone)is lower,Leica Disto D510/Leica RX1250,,S,56.355467,-4.577899
425,Beinn Iutharn Mhor,06B: Pitlochry to Braemar & Blairgowrie,,,Aberdeenshire/Perth and Kinross,"Ma,M,Sim",1045,3428,cairn,,obvious summit,,S,56.894994,-3.568229
466,Carn an t-Sagairt Beag,07A: Braemar to Montrose,,,Aberdeenshire,"MT,Sim",1044.3,3426,large rock near shelter,,Leica RX1250,,S,56.948354,-3.289457
241,Stob Coir' an Albannaich,03C: Glen Etive to Glen Lochy,,,Argyll and Bute/Highland,"Ma,M,Sim",1044,3425,flat-topped cairn,,,,S,56.554903,-4.979809
1966,Carnedd Dafydd,30B: Snowdonia,The Carneddau,,Conwy/Gwynedd,"Hu,F,Sim,Hew,N",1044,3425,cairn,rocks 30m SE at SH 66314 63034 are 30cm lower; cairn 65m ESE at SH 66352 63041 is 1m lower; note summit cairn may be on man-made structure,Abney level,,W,53.147738,-4.000839
149,Meall nan Tarmachan,02B: Glen Lyon to Glen Dochart & Loch Tay,,,Perth and Kinross,"Ma,M,Sim",1043.6,3424,cairn,,obvious summit/Leica RX1250,,S,56.521655,-4.301343
666,Beinn a' Chaorainn North Top,09C: Loch Lochy to Loch Laggan,,,Highland,"MT,Sim",1042.9,3422,tiny cairn,,Leica RX1250,,S,56.934283,-4.657597
7826,Bidein a' Ghlas Thuill East Top,14A: Loch Maree to Loch Broom,,,Highland,sSim,1042.7,3421,rock,,Leica RX1250,,S,57.806604,-5.250005
107,Carn Mairg,02A: Loch Rannoch to Glen Lyon,,,Perth and Kinross,"Ma,M,Sim",1042,3419,large cairn,,obvious summit,,S,56.634635,-4.145608
820,Stuc Mor,11A: Loch Duich to Cannich,,,Highland,"MT,Sim",1041,3415,small cairn,,obvious summit,,S,57.267593,-5.229415
730,Sgurr na Ciche,10B: Knoydart to Glen Kingie,,,Highland,"Ma,M,Sim",1040.2,3413,boulder 5m NE of destroyed trig point,cairn 6m E at NM 90235 96676 and trig point NM 90222 96673 are both about 30cm lower,Abney level/Leica RX1250,,S,57.013468,-5.456905
566,Little Cairngorm,08A: Cairngorms,,,Aberdeenshire,xMT,1040,3412,cairn on boulders,,,,S,57.055768,-3.616982
150,Meall Ghaordaidh,02B: Glen Lyon to Glen Dochart & Loch Tay,,,Perth and Kinross/Stirling,"Ma,M,Sim",1039.8,3411,trig point in windshelter,,obvious summit/Leica RX1250,,S,56.525809,-4.416654
302,Na Gruagaichean NW Top [Na Gruagaichean North Top],04A: Fort William to Loch Treig & Loch Leven,,,Highland,"MT,Sim",1038.8,3408,large cairn,,Leica RX1250,,S,56.745765,-4.94335
108,Beinn Achaladair,02A: Loch Rannoch to Glen Lyon,,,Argyll and Bute/Perth and Kinross,"Ma,M,Sim",1038.6,3407,small cairn on rock outcrop,,Abney level/Leica Disto D510/Leica RX1250,,S,56.551891,-4.69453
20001,Carrauntoohil [Corran Tuathail],50C: Macgillycuddy's Reeks,MacGillycuddy's Reeks,,Kerry,"Ma,F,Sim,Hew,Dil,A,VL,CoH,CoU",1038.6,3407,outcrop 4m W of large cross,,Abney level/Trimble GeoXH 6000,,I,51.999471,-9.742687
934,An Riabhachan West Top,12B: Killilan to Inverness,,,Highland,"MT,Sim",1038,3406,tiny cairn by rock,small pile of stones 90m NW at NH 11683 33833 is a few metres lower,Abney level,,S,57.355408,-5.131242
822,Sgurr na Lapaich,11A: Loch Duich to Cannich,,,Highland,"Hu,MT,Sim",1037.3,3403,cairn,,obvious summit/Leica RX1250,,S,57.272766,-5.063123
567,Carn a' Mhaim,08A: Cairngorms,,,Aberdeenshire,"Ma,M,Sim",1037,3402,cairn,,,,S,57.036871,-3.658384
821,Sgurr a' Bhealaich Dheirg,11A: Loch Duich to Cannich,,,Highland,"Ma,M,Sim",1036,3399,large cairn on rock,,,,S,57.177825,-5.252177
683,Gleouraich,10A: Glen Shiel to Loch Hourn and Loch Quoich,,,Highland,"Ma,M,Sim",1035,3396,cairn,,,,S,57.097163,-5.238035
352,Carn Dearg,04B: Loch Treig to Loch Ericht,,,Highland,"Ma,M,Sim",1034,3392,outcrop 2m E of cairn,,Abney level,,S,56.855242,-4.454693
824,Tom a' Choinich Beag,11A: Loch Duich to Cannich,,,Highland,MT,1032,3386,cairn,,,,S,57.298901,-5.059568
303,Am Bodach,04A: Fort William to Loch Treig & Loch Leven,,,Highland,"Ma,M,Sim",1031.8,3385,cairn,,Leica RX1250,,S,56.741729,-4.983387
823,Beinn Fhada,11A: Loch Duich to Cannich,,,Highland,"Ma,M,Sim",1031.9,3385,trig point,,Leica RX1250,,S,57.221002,-5.283503
1006,Lord Berkeley's Seat,14A: Loch Maree to Loch Broom,,,Highland,"MT,sSim",1031.5,3384,rock,,obvious summit/Leica RX1250,,S,57.799209,-5.258632
888,Creag Ghorm a' Bhealaich,12A: Kyle of Lochalsh to Garve,,,Highland,"MT,Sim",1030,3379,small cairn,,obvious summit,,S,57.447794,-4.926674
67,Ben Oss,01D: Inveraray to Crianlarich,,,Stirling,"Ma,M,Sim",1029,3376,cairn,,,,S,56.389272,-4.775488
109,Carn Gorm,02A: Loch Rannoch to Glen Lyon,,,Perth and Kinross,"Ma,M,Sim",1029,3376,outcrop a few metres E of cairn,higher than outcrop beneath cairn and outcrop 5m to NW,Abney level,,S,56.622537,-4.226021
153,Stob an Fhir-Bhogha,02B: Glen Lyon to Glen Dochart & Loch Tay,,,Perth and Kinross/Stirling,xMT,1029,3376,small cairn,,obvious summit,,S,56.500309,-4.582458
426,Carn an Righ,06B: Pitlochry to Braemar & Blairgowrie,,,Perth and Kinross,"Ma,M,Sim",1029,3376,cairn/summit shelter,,obvious summit,,S,56.876583,-3.595273
353,Sgor Iutharn,04B: Loch Treig to Loch Ericht,,,Highland,"MT,Sim",1028,3373,cairn,,,,S,56.836302,-4.477177
568,Sron a' Cha-no,08A: Cairngorms,,,Highland,xMT,1028,3373,granite boulder,boulder is slightly higher than granite tor 130m S at NJ 01646 05978,Abney level,,S,57.135408,-3.626782
667,Meall Coire Choille-rais,09C: Loch Lochy to Loch Laggan,,,Highland,"MT,Sim",1028,3373,3 stones on grass-covered rock at cliff edge,,Abney level/Leica RX1250,,S,56.941068,-4.577841
242,Stob Coire Dheirg,03C: Glen Etive to Glen Lochy,,,Argyll and Bute/Highland,MT,1027.7,3372,rock,,Leica RX1250,,S,56.538705,-5.040652
684,Sgurr a' Mhaoraich,10A: Glen Shiel to Loch Hourn and Loch Quoich,,,Highland,"Ma,M,Sim",1027,3369,outcrop 30m N of large cairn,outcrop is 50-60cm higher than base of cairn,Abney level,,S,57.105849,-5.330509
825,Sgurr na Ciste Duibhe,11A: Loch Duich to Cannich,,,Highland,"Ma,M,Sim",1027,3369,large well built cairn,adjacent rocks of similar height to cairn base; rock on knoll 70m W is lower,Abney level,,S,57.180924,-5.337134
151,Meall Garbh,02B: Glen Lyon to Glen Dochart & Loch Tay,,,Perth and Kinross/Stirling,"MT,Sim",1026.7,3368,rock,,obvious summit/Leica RX1250,,S,56.515534,-4.312042
569,Creag an Leth-choin North Top,08A: Cairngorms,,,Highland,xMT,1026,3366,rock next to a cairn,,,,S,57.115013,-3.704533
152,Beinn Challuim [Ben Challum],02B: Glen Lyon to Glen Dochart & Loch Tay,,,Stirling,"Ma,M,Sim",1025,3363,cairn,,,,S,56.454573,-4.619184
243,Drochaid Ghlas,03C: Glen Etive to Glen Lochy,,,Argyll and Bute,"MT,Sim,sHu",1024.4,3361,rock 4m SW of cairn,,Leica RX1250,,S,56.430071,-5.10989
195,Beinn a' Bheithir - Sgorr Dhearg,03B: Loch Linnhe to Loch Etive,,,Highland,"Ma,M,Sim",1024,3360,cairn,trig point destroyed,obvious summit,,S,56.653921,-5.17151
954,Liathach - Mullach an Rathain,13A: Loch Torridon to Loch Maree,,,Highland,"Ma,M,Sim",1023.8,3359,outcrop by cairn,,Leica RX1250,,S,57.560875,-5.492498
570,West Meur Gorm Craig,08B: Cairngorms,,,Moray,"MT,Sim",1023.1,3357,tor,ground 60m SE is lower,Abney level/Leica RX1250,,S,57.116137,-3.399597
355,Sron Garbh,04B: Loch Treig to Loch Ericht,,,Highland,"sSim,xMT",1023,3356,outcrop by cairn,,,,S,56.896973,-4.448957
196,Buachaille Etive Mor - Stob Dearg,03B: Loch Linnhe to Loch Etive,,,Highland,"Ma,M,Sim",1021.4,3351,outcrop near cairn on path,embedded rock by main cairn 115m NE at NN 22364 54312 is 0.2m lower,Leica RX1250,,S,56.646229,-4.900329
304,Carn Dearg (SW) [Carn Dearg (South)],04A: Fort William to Loch Treig & Loch Leven,,,Highland,"MT,Sim",1020,3346,outcrop with small cairn 14m ESE of main cairn,cairn is at NN 15557 70100,Abney level,,S,56.785888,-5.020826
731,Ladhar Bheinn,10B: Knoydart to Glen Kingie,,,Highland,"Ma,M,Sim",1020,3346,cairn,,,,S,57.075263,-5.591745
685,Aonach air Chrith,10A: Glen Shiel to Loch Hourn and Loch Quoich,,,Highland,"Ma,M,Sim",1019.5,3345,small rock 10m N of cairn,,Leica RX1250,,S,57.12464,-5.221291
354,Beinn Bheoil,04B: Loch Treig to Loch Ericht,,,Highland,"Ma,M,Sim",1019,3343,cairn,rock 10m SW of cairn is 20cm higher than cairn base but cairn may hide higher ground,Abney level,,S,56.813276,-4.430662
467,Carn an Tuirc,07A: Braemar to Montrose,,,Aberdeenshire,"M,Sim",1019,3343,no feature,cairn 35m WSW at NO 17420 80461 is 0.5m lower; many loose rocks in summit area; cairn 350m ENE at NO 17806 80539 is a few metres lower,Abney level,,S,56.908274,-3.357125
571,Mullach Clach a' Bhlair,08A: Cairngorms,,,Highland,"Hu,M,Sim",1019,3343,cairn,,,,S,57.011879,-3.841287
572,Beinn a' Chaorainn Bheag,08B: Cairngorms,,,Moray,"MT,Sim",1017,3337,boulder 8m W of cairn,boulder is 10-20cm higher than base of cairn,Abney level,,S,57.096728,-3.557574
573,A' Choinneach,08A: Cairngorms,,,Highland/Moray,"MT,Sim",1017,3337,cairn,,,,S,57.124185,-3.600355
1008,Sgurr Creag an Eich,14A: Loch Maree to Loch Broom,,,Highland,"MT,Sim,sHu",1016.4,3335,rock 7m W of cairn,,Leica Disto D510/Leica RX1250,,S,57.801702,-5.273859
1007,Mullach Coire Mhic Fhearchair,14A: Loch Maree to Loch Broom,,,Highland,"Ma,M,Sim",1015.2,3331,tiny cairn,,obvious summit/Leica RX1250,,S,57.709022,-5.271342
889,Sgurr na Fearstaig,12A: Kyle of Lochalsh to Garve,,,Highland,"MT,sSim",1015,3330,small cairn,,,,S,57.449186,-4.954411
574,Stacan Dubha,08A: Cairngorms,,,Moray,"MT,sSim",1014,3327,large boulder with small cairn,cairn is not at highest point of boulder which is higher than boulder 55m S at NJ 01202 01466,Abney level,,S,57.094078,-3.632333
732,Garbh Chioch Mhor,10B: Knoydart to Glen Kingie,,,Highland,"Ma,M,Sim",1012.9,3323,outcrop,cairn 20m E at NM 90983 96088 is about 1m lower,Abney level/Leica RX1250,,S,57.008556,-5.444322
68,Beinn Ime,01D: Inveraray to Crianlarich,,,Argyll and Bute,"Ma,M,Sim",1012.2,3321,cairn on remains of old trig point,,obvious summit/Leica RX1250,,S,56.236794,-4.817125
110,Meall Liath,02A: Loch Rannoch to Glen Lyon,,,Perth and Kinross,"MT,Sim",1012,3320,small cairn in flat area,,,,S,56.634501,-4.132458
468,Cairn Bannoch,07A: Braemar to Montrose,,,Aberdeenshire/Angus,"M,Sim",1012,3320,cairn,,obvious summit,,S,56.927728,-3.278403
688,The Saddle,10A: Glen Shiel to Loch Hourn and Loch Quoich,,,Highland,"Ma,M,Sim",1011.5,3319,small cairn,,Leica RX1250,,S,57.162395,-5.414721
686,The Saddle - Trig Point,10A: Glen Shiel to Loch Hourn and Loch Quoich,,,Highland,xMT,1011.1,3317,rock 12m E of trig point,rock is higher than trig point base,Leica RX1250,,S,57.161822,-5.416621
197,Stob na Doire,03B: Loch Linnhe to Loch Etive,,,Highland,"Hu,MT,Sim,sMa",1010.5,3315,ground c 5m E of cairn,,Abney level/Leica RX1250,,S,56.636834,-4.924237
305,Sgurr Eilde Mor,04A: Fort William to Loch Treig & Loch Leven,,,Highland,"Ma,M,Sim",1010,3314,cairn,,,,S,56.750015,-4.895436
307,Carn Beag Dearg,04A: Fort William to Loch Treig & Loch Leven,,,Highland,xMT,1010,3314,cairn on rock,small cairn 100m SSE at NN 17194 73451 is 2m higher but does not fit the described location,,,S,56.817785,-4.997481
383,Beinn Udlamain,05A: Loch Ericht to Glen Tromie & Glen Garry,,,Highland/Perth and Kinross,"Ma,M,Sim",1010.2,3314,ground on W edge of large windshelter,"ground 130m N is 0.5m lower, boulder 5m SW is lower",Abney level/Leica RX1250,,S,56.835444,-4.329976
687,Sgurr an Doire Leathain,10A: Glen Shiel to Loch Hourn and Loch Quoich,,,Highland,"Ma,M,Sim",1010,3314,cairn,,,,S,57.136879,-5.281532
955,Beinn Eighe - Ruadh-stac Mor,13A: Loch Torridon to Loch Maree,,,Highland,"Ma,M,Sim",1010,3314,cairn,,obvious summit,,S,57.593735,-5.429454
406,Beinn Dearg,06A: Glen Tromie to Glen Tilt,,,Perth and Kinross,"Ma,M,Sim",1008.7,3309,pointed boulder 17m N of trig point,trig point in windshelter is at NN 85292 77776,Leica Disto D510/Leica RX1250,,S,56.877346,-3.883719
20002,Beenkeragh [Binn Chaorach],50C: Macgillycuddy's Reeks,MacGillycuddy's Reeks,,Kerry,"F,Sim,Hew,Dil,A,VL,sHu",1008.2,3308,boulder 16m E of cairn,,Abney level/Trimble GeoXH 6000,,I,52.006806,-9.746248
866,Stob Coire na Craileig [Stob Coire na Cralaig],11B: Glen Affric to Glen Moriston,,,Highland,"MT,Sim",1008,3307,small cairn,,,,S,57.19769,-5.160808
935,Braigh a' Choire Bhig,12B: Killilan to Inverness,,,Highland,xMT,1008,3307,rock with remains of cairn,,Abney level,,S,57.354002,-5.065335
306,Beinn na Socaich,04A: Fort William to Loch Treig & Loch Leven,,,Highland,MT,1007,3304,outcrop 8m SSW of cairn,,Abney level,,S,56.819284,-4.891356
575,The Devil's Point,08A: Cairngorms,,,Aberdeenshire,"Sim,M,sHu",1006.9,3303,cairn,,Leica RX1250,,S,57.03571,-3.688803
407,An Sgarsoch,06A: Glen Tromie to Glen Tilt,,,Aberdeenshire/Perth and Kinross,"Ma,M,Sim",1006.5,3302,small pointed embedded rock c.20m NNE of large cairn,large cairn at NN 93335 83656 may hide ground as high,Abney level/Leica RX1250,,S,56.932109,-3.754294
668,Carn Liath,09C: Loch Lochy to Loch Laggan,,,Highland,"M,Sim",1006,3301,large cairn,,obvious summit,,S,56.978784,-4.515288
689,Creag Coire na Fiar Bhealaich [Craig Coire na Fiar Bhealaich],10A: Glen Shiel to Loch Hourn and Loch Quoich,,,Highland,"MT,Sim",1006,3301,outcrop 6m SW of cairn,,Abney level,,S,57.095391,-5.225214
1089,An t-Socach,15B: Loch Vaich to Moray Firth,,,Highland,xMT,1006,3301,outcrop 13m W of cairn,,,,S,57.677363,-4.566257
891,Creag Toll a' Choin,12A: Kyle of Lochalsh to Garve,,,Highland,"Ma,Sim,xMT",1005.3,3298,small rock 20m S of cairn,cairn is at NH 13083 45331,Leica Disto D510/Leica RX1250,,S,57.459567,-5.117655
826,Beinn Fhionnlaidh,11A: Loch Duich to Cannich,,,Highland,"Ma,M,Sim",1004.8,3297,large cairn,rock c 12m SSE of cairn may be as high,Abney level/Leica RX1250,,S,57.305977,-5.129909
890,Maoile Lunndaidh,12A: Kyle of Lochalsh to Garve,,,Highland,M,1004.9,3297,blade of rock 20m SW of large cairn,cairn is at NH 13523 45856 and is 0.20m lower,Leica Disto D510/Leica RX1250,,S,57.464477,-5.111002
111,Meall a' Bharr,02A: Loch Rannoch to Glen Lyon,,,Perth and Kinross,"MT,Sim",1004,3294,outcrop 2m W of small cairn,,,,S,56.636875,-4.172887
112,Beinn an Dothaidh,02A: Loch Rannoch to Glen Lyon,,,Argyll and Bute,"Ma,M,Sim",1004,3294,cairn,,,,S,56.53013,-4.713964
690,Sgurr an Lochain,10A: Glen Shiel to Loch Hourn and Loch Quoich,,,Highland,"Hu,M,Sim",1004,3294,rock 5m NE of cairn,rock is 10cm higher than rock under cairn,Abney level,,S,57.141296,-5.297483
113,Beinn Achaladair South Top,02A: Loch Rannoch to Glen Lyon,,,Argyll and Bute/Perth and Kinross,"MT,Sim",1003.6,3293,slab of rock 2m SE of cairn,,Leica RX1250,,S,56.541126,-4.697702
733,Sgurr Mor,10B: Knoydart to Glen Kingie,,,Highland,"Ma,M,Sim",1003,3291,large cairn,,obvious summit,,S,57.028446,-5.354189
7827,Bidein a' Ghlas Thuill Far East Top,14A: Loch Maree to Loch Broom,,,Highland,Un,1002.4,3289,rock,,Leica RX1250,,S,57.806179,-5.247306
669,Sron a' Choire,09C: Loch Lochy to Loch Laggan,,,Highland,"MT,sSim",1001.8,3287,cairn remains on outcrop,,Leica RX1250,,S,56.955058,-4.553
827,Sgurr na Carnach,11A: Loch Duich to Cannich,,,Highland,"Hu,M,Sim",1002,3287,large cairn,all rocks close to cairn are lower,Abney level,,S,57.189034,-5.349224
154,Meall Greigh,02B: Glen Lyon to Glen Dochart & Loch Tay,,,Perth and Kinross,"Ma,M,Sim",1001,3284,cairn,,,,S,56.567426,-4.159559
198,Beinn a' Bheithir - Sgorr Dhonuill,03B: Loch Linnhe to Loch Etive,,,Highland,"Ma,M,Sim",1001,3284,cairn,,obvious summit,,S,56.650499,-5.197757
828,Aonach Meadhoin,11A: Loch Duich to Cannich,,,Highland,"Ma,M,Sim",1001,3284,embedded rock 8m SSW of cairn,higher ground may exist under the cairn,Abney level,,S,57.173026,-5.229166
1967,Glyder Fawr,30B: Snowdonia,The Glyders,,Conwy/Gwynedd,"Ma,F,Sim,Hew,N",1000.9,3284,rock tor,rock outcrop 40m SSW at SH 64230 57923 is 1.45m lower; all other rock features lower still,Abney level/Leica 530,,W,53.10147,-4.029164
156,Beinn nan Eachan,02B: Glen Lyon to Glen Dochart & Loch Tay,,,Stirling,"MT,Sim,sHu",1000.1,3281,cairn,,obvious summit/Leica RX1250,,S,56.515574,-4.325293
247,Aonach Eagach,03C: Glen Etive to Glen Lochy,,,Argyll and Bute/Highland,xMT,1000,3281,cairn,,,,S,56.566901,-4.87346
469,Fafernie,07A: Braemar to Montrose,,,Aberdeenshire/Angus,MT,1000,3281,large cairn,,,,S,56.925451,-3.291058
20003,Caher [Cathair],50C: Macgillycuddy's Reeks,MacGillycuddy's Reeks,,Kerry,"F,Sim,Hew,Dil,A,VL,sHu",1000,3281,small cairn,,Trimble GeoXH 6000,,I,51.994453,-9.758551
114,Beinn an Dothaidh West Top,02A: Loch Rannoch to Glen Lyon,,,Argyll and Bute,sSim,999.7,3280,cairn,,obvious summit/Leica RX1250,,S,56.530717,-4.722057
308,Sgurr an Iubhair [Sgor an Iubhair],04A: Fort William to Loch Treig & Loch Leven,,,Highland,"MT,Sim",999.7,3280,cairn on rock,,Leica RX1250,,S,56.745015,-5.001903
309,Stob Ban,04A: Fort William to Loch Treig & Loch Leven,,,Highland,"Ma,M,Sim",999.7,3280,large cairn,,Leica Disto D510/Leica RX1250,,S,56.743706,-5.030328
1042,Sgurr Breac,14B: The Fannaichs,,,Highland,"Ma,M,Sim",999.6,3280,slab,base of cairn c.30m to WNW at NH 15819 71110 is lower,Abney level/Leica RX1250,,S,57.691943,-5.09131
19768,Druim na Ciche,10A: Glen Shiel to Loch Hourn and Loch Quoich,,,Highland,Un,999.8,3280,rock,,Leica RX1250,,S,57.12661,-5.220658
892,Sgurr Choinnich,12A: Kyle of Lochalsh to Garve,,,Highland,"Hu,M,Sim",999.3,3279,cairn,,obvious summit/Leica RX1250,,S,57.451026,-5.207916
244,Stob Daimh [Stob Diamh],03C: Glen Etive to Glen Lochy,,,Argyll and Bute,"Hu,M,Sim",999.2,3278,rock 6m NE of large cairn,cairn is over 1m high and may hide higher rock,Abney level/Leica RX1250,,S,56.431327,-5.091319
830,Creag nan Clachan Geala,11A: Loch Duich to Cannich,,,Highland,xMT,999,3278,,,,,S,57.257402,-5.247859
867,Sail Chaorainn,11B: Glen Affric to Glen Moriston,,,Highland,"M,Sim",999.2,3278,rock rib,,Abney level/Leica RX1250,,S,57.191622,-5.091199
868,Drochaid an Tuill Easaich,11B: Glen Affric to Glen Moriston,,,Highland,"MT,sSim",998.5,3276,cairn,,obvious summit/Leica RX1250,,S,57.173175,-5.110194
